scenario,required_gpu,month_seq,month_id,year,month,workplace_revenue,contact_center_revenue,total_revenue,cogs,sga,depreciation_and_amortization,ebit,profit_tax,net_income,operating_cash_flow,investing_cash_flow,pre_financing_cash_flow,opening_cash_before_funding,closing_cash_before_funding,net_ppe,net_intangible_assets,total_assets_pre_funding,total_liabilities_pre_funding,total_equity_pre_funding,infrastructure_scenario,funding_scenario,equity_share,revolver_share,minimum_cash_balance,funding_need,equity_injection,revolver_drawdown,revolver_repayment,opening_revolver_balance,closing_revolver_balance,average_revolver_balance,monthly_revolver_interest_rate,interest_expense,ebt_after_interest,profit_tax_after_interest,net_income_after_interest,operating_cash_flow_after_interest,free_cash_flow_after_financing_costs,closing_cash_after_funding,cash,revolver_balance,paid_in_capital,retained_earnings,total_assets,total_liabilities,total_equity,balance_check
build_own_dc,91.300283,11,2027-08,2027,8,48389069.6,22547250.4,70936320.0,56749056.0,8502000.0,0.0,5685264.0,1421316.0,4263948.0,4263948.0,-0.0,4263948.0,-274420536.0,-270156588.0,0.0,0.0,-270156588.0,0.0,-270156588.0,build_own_dc,equity_only,1.0,0.0,65251056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,5685264.0,1421316.0,4263948.0,4263948.0,4263948.0,78216996.0,78216996.0,0.0,348373584.0,-270156588.0,78216996.0,0.0,78216996.0,0.0
build_own_dc,91.300283,12,2027-09,2027,9,50325824.23,23449695.77,73775520.0,59020416.0,8502000.0,0.0,6253104.0,1563276.0,4689828.0,4689828.0,-0.0,4689828.0,-270156588.0,-265466760.0,0.0,0.0,-265466760.0,0.0,-265466760.0,build_own_dc,equity_only,1.0,0.0,67522416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,6253104.0,1563276.0,4689828.0,4689828.0,4689828.0,82906824.0,82906824.0,0.0,348373584.0,-265466760.0,82906824.0,0.0,82906824.0,0.0
build_own_dc,91.300283,13,2027-10,2027,10,50325824.23,23449695.77,73775520.0,59020416.0,8502000.0,0.0,6253104.0,1563276.0,4689828.0,4689828.0,-0.0,4689828.0,-265466760.0,-260776932.0,0.0,0.0,-260776932.0,0.0,-260776932.0,build_own_dc,equity_only,1.0,0.0,67522416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,6253104.0,1563276.0,4689828.0,4689828.0,4689828.0,87596652.0,87596652.0,0.0,348373584.0,-260776932.0,87596652.0,0.0,87596652.0,0.0
build_own_dc,91.300283,14,2027-11,2027,11,50325824.23,23449695.77,73775520.0,59020416.0,8502000.0,0.0,6253104.0,1563276.0,4689828.0,4689828.0,-0.0,4689828.0,-260776932.0,-256087104.0,0.0,0.0,-256087104.0,0.0,-256087104.0,build_own_dc,equity_only,1.0,0.0,67522416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,6253104.0,1563276.0,4689828.0,4689828.0,4689828.0,92286480.0,92286480.0,0.0,348373584.0,-256087104.0,92286480.0,0.0,92286480.0,0.0
build_own_dc,91.300283,15,2027-12,2027,12,50325824.23,23449695.77,73775520.0,59020416.0,8502000.0,0.0,6253104.0,1563276.0,4689828.0,4689828.0,-0.0,4689828.0,-256087104.0,-251397276.0,0.0,0.0,-251397276.0,0.0,-251397276.0,build_own_dc,equity_only,1.0,0.0,67522416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,6253104.0,1563276.0,4689828.0,4689828.0,4689828.0,96976308.0,96976308.0,0.0,348373584.0,-251397276.0,96976308.0,0.0,96976308.0,0.0
build_own_dc,235.968842,16,2028-01,2028,1,71625671.66,23137797.23,94763468.89,71072601.65,8502000.0,0.02,15188867.22,3797216.81,11391650.42,11391650.44,-1.0,11391649.44,-251397276.0,-240005626.56,0.68,0.0,-240005625.88,0.0,-240005625.88,build_own_dc,equity_only,1.0,0.0,79574601.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,15188867.22,3797216.81,11391650.42,11391650.44,11391649.44,108367957.44,108367957.44,0.0,348373584.0,-240005625.59,108367958.12,0.0,108367958.41,-0.29
build_own_dc,235.968842,17,2028-02,2028,2,71625671.66,23137797.23,94763468.89,71072601.65,8502000.0,0.02,15188867.22,3797216.81,11391650.42,11391650.44,-1.0,11391649.44,-240005626.56,-228613977.13,1.66,0.0,-228613975.47,0.0,-228613975.47,build_own_dc,equity_only,1.0,0.0,79574601.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,15188867.22,3797216.81,11391650.42,11391650.44,11391649.44,119759606.88,119759606.88,0.0,348373584.0,-228613975.17,119759608.54,0.0,119759608.83,-0.29
build_own_dc,235.968842,18,2028-03,2028,3,71625671.66,23137797.23,94763468.89,71072601.65,8502000.0,0.02,15188867.22,3797216.81,11391650.42,11391650.44,-1.0,11391649.44,-228613977.13,-217222327.69,2.64,0.0,-217222325.05,0.0,-217222325.05,build_own_dc,equity_only,1.0,0.0,79574601.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,15188867.22,3797216.81,11391650.42,11391650.44,11391649.44,131151256.32,131151256.32,0.0,348373584.0,-217222324.76,131151258.96,0.0,131151259.24,-0.28
build_own_dc,235.968842,19,2028-04,2028,4,71625671.66,23137797.23,94763468.89,71072601.65,8502000.0,0.02,15188867.22,3797216.81,11391650.42,11391650.44,-1.0,11391649.44,-217222327.69,-205830678.25,3.62,0.0,-205830674.63,0.0,-205830674.63,build_own_dc,equity_only,1.0,0.0,79574601.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,15188867.22,3797216.81,11391650.42,11391650.44,11391649.44,142542905.76,142542905.76,0.0,348373584.0,-205830674.34,142542909.38,0.0,142542909.66,-0.28
build_own_dc,235.968842,20,2028-05,2028,5,71625671.66,23137797.23,94763468.89,71072601.65,8502000.0,0.02,15188867.22,3797216.81,11391650.42,11391650.44,-1.0,11391649.44,-205830678.25,-194439028.81,4.6,0.0,-194439024.21,0.0,-194439024.21,build_own_dc,equity_only,1.0,0.0,79574601.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,15188867.22,3797216.81,11391650.42,11391650.44,11391649.44,153934555.2,153934555.2,0.0,348373584.0,-194439023.93,153934559.8,0.0,153934560.07,-0.27
build_own_dc,235.968842,21,2028-06,2028,6,76041748.76,24564356.93,100606105.69,75454579.25,8502000.0,0.02,16649526.42,4162381.61,12487144.82,12487144.84,-1.0,12487143.84,-194439028.81,-181951884.98,5.58,0.0,-181951879.4,0.0,-181951879.4,build_own_dc,equity_only,1.0,0.0,83956579.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,16649526.42,4162381.6,12487144.81,12487144.83,12487143.83,166421699.04,166421699.04,0.0,348373584.0,-181951879.11,166421704.62,0.0,166421704.89,-0.27
build_own_dc,235.968842,22,2028-07,2028,7,76236865.64,24627387.05,100864252.69,75648185.59,8502000.0,3.93,16714063.17,4178515.79,12535547.38,12535551.31,-235.97,12535315.34,-181951884.98,-169416569.63,155.51,0.0,-169416414.13,0.0,-169416414.13,build_own_dc,equity_only,1.0,0.0,84150185.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,16714063.17,4178515.79,12535547.38,12535551.31,12535315.34,178957014.38,178957014.38,0.0,348373584.0,-169416331.73,178957169.89,0.0,178957252.27,-82.38
build_own_dc,235.968842,23,2028-08,2028,8,76236849.2,24627381.74,100864230.93,75648173.2,8502000.0,0.0,16714057.73,4178514.43,12535543.3,12535543.3,-0.0,12535543.3,-169416569.63,-156881026.33,241.97,0.0,-156880784.37,0.0,-156880784.37,build_own_dc,equity_only,1.0,0.0,84150173.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,16714057.73,4178514.43,12535543.3,12535543.3,12535543.3,191492557.68,191492557.68,0.0,348373584.0,-156880788.44,191492799.65,0.0,191492795.56,4.09
build_own_dc,235.968842,24,2028-09,2028,9,76236849.2,24627381.74,100864230.93,75648173.2,8502000.0,0.0,16714057.73,4178514.43,12535543.3,12535543.3,-0.0,12535543.3,-156881026.33,-144345483.03,241.97,0.0,-144345241.07,0.0,-144345241.07,build_own_dc,equity_only,1.0,0.0,84150173.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,16714057.73,4178514.43,12535543.3,12535543.3,12535543.3,204028100.98,204028100.98,0.0,348373584.0,-144345245.14,204028342.95,0.0,204028338.86,4.09
build_own_dc,235.968842,25,2028-10,2028,10,76236849.2,24627381.74,100864230.93,75648173.2,8502000.0,0.0,16714057.73,4178514.43,12535543.3,12535543.3,-0.0,12535543.3,-144345483.03,-131809939.73,241.97,0.0,-131809697.77,0.0,-131809697.77,build_own_dc,equity_only,1.0,0.0,84150173.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,16714057.73,4178514.43,12535543.3,12535543.3,12535543.3,216563644.28,216563644.28,0.0,348373584.0,-131809701.84,216563886.25,0.0,216563882.16,4.09
build_own_dc,235.968842,26,2028-11,2028,11,76236849.2,24627381.74,100864230.93,75648173.2,8502000.0,0.0,16714057.73,4178514.43,12535543.3,12535543.3,-0.0,12535543.3,-131809939.73,-119274396.43,241.97,0.0,-119274154.47,0.0,-119274154.47,build_own_dc,equity_only,1.0,0.0,84150173.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,16714057.73,4178514.43,12535543.3,12535543.3,12535543.3,229099187.58,229099187.58,0.0,348373584.0,-119274158.54,229099429.55,0.0,229099425.46,4.09
build_own_dc,235.968842,27,2028-12,2028,12,76236849.2,24627381.74,100864230.93,75648173.2,8502000.0,0.0,16714057.73,4178514.43,12535543.3,12535543.3,-0.0,12535543.3,-119274396.43,-106738853.13,241.97,0.0,-106738611.17,0.0,-106738611.17,build_own_dc,equity_only,1.0,0.0,84150173.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,16714057.73,4178514.43,12535543.3,12535543.3,12535543.3,241634730.88,241634730.88,0.0,348373584.0,-106738615.25,241634972.85,0.0,241634968.75,4.1
build_own_dc,474.029941,28,2029-01,2029,1,100063198.73,16908039.18,116971237.91,81879862.57,8502000.0,3.97,26589371.37,6647342.84,19942028.53,19942032.5,-238.06,19941794.44,-106738853.13,-86797058.69,368.87,0.0,-86796689.82,0.0,-86796689.82,build_own_dc,equity_only,1.0,0.0,90381862.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589371.37,6647342.84,19942028.53,19942032.5,19941794.44,261576525.32,261576525.32,0.0,348373584.0,-86796586.72,261576894.19,0.0,261576997.28,-103.09
build_own_dc,474.029941,29,2029-02,2029,2,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,-86797058.69,-66855035.46,480.03,0.0,-66854555.43,0.0,-66854555.43,build_own_dc,equity_only,1.0,0.0,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,281518548.56,281518548.56,0.0,348373584.0,-66854563.48,281519028.59,0.0,281519020.52,8.07
build_own_dc,474.029941,30,2029-03,2029,3,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,-66855035.46,-46913012.22,480.03,0.0,-46912532.19,0.0,-46912532.19,build_own_dc,equity_only,1.0,0.0,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,301460571.8,301460571.8,0.0,348373584.0,-46912540.24,301461051.83,0.0,301461043.76,8.07
build_own_dc,474.029941,31,2029-04,2029,4,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,-46913012.22,-26970988.98,480.03,0.0,-26970508.95,0.0,-26970508.95,build_own_dc,equity_only,1.0,0.0,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,321402595.04,321402595.04,0.0,348373584.0,-26970517.0,321403075.07,0.0,321403067.0,8.07
build_own_dc,474.029941,32,2029-05,2029,5,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,-26970988.98,-7028965.75,480.03,0.0,-7028485.72,0.0,-7028485.72,build_own_dc,equity_only,1.0,0.0,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,341344618.28,341344618.28,0.0,348373584.0,-7028493.76,341345098.31,0.0,341345090.24,8.07
build_own_dc,474.029941,33,2029-06,2029,6,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,-7028965.75,12913057.49,480.03,0.0,12913537.52,0.0,12913537.52,build_own_dc,equity_only,1.0,0.0,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,361286641.52,361286641.52,0.0,348373584.0,12913529.48,361287121.55,0.0,361287113.48,8.07
build_own_dc,474.029941,34,2029-07,2029,7,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,12913057.49,32855080.73,480.03,0.0,32855560.76,0.0,32855560.76,build_own_dc,equity_only,1.0,0.0,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,381228664.76,381228664.76,0.0,348373584.0,32855552.72,381229144.79,0.0,381229136.72,8.07
build_own_dc,474.029941,35,2029-08,2029,8,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,32855080.73,52797103.96,480.03,0.0,52797583.99,0.0,52797583.99,build_own_dc,equity_only,1.0,0.0,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,401170688.0,401170688.0,0.0,348373584.0,52797575.96,401171168.03,0.0,401171159.96,8.07
build_own_dc,474.029941,36,2029-09,2029,9,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,52797103.96,72739127.2,480.03,0.0,72739607.23,0.0,72739607.23,build_own_dc,equity_only,1.0,0.0,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,421112711.24,421112711.24,0.0,348373584.0,72739599.2,421113191.27,0.0,421113183.2,8.07
build_own_dc,474.029941,37,2029-10,2029,10,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,72739127.2,92681150.44,480.03,0.0,92681630.47,0.0,92681630.47,build_own_dc,equity_only,1.0,0.0,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,441054734.48,441054734.48,0.0,348373584.0,92681622.44,441055214.51,0.0,441055206.44,8.07
build_own_dc,474.029941,38,2029-11,2029,11,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,92681150.44,112623173.67,480.03,0.0,112623653.7,0.0,112623653.7,build_own_dc,equity_only,1.0,0.0,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,460996757.72,460996757.72,0.0,348373584.0,112623645.68,460997237.75,0.0,460997229.68,8.07
build_own_dc,474.029941,39,2029-12,2029,12,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,112623173.67,132565196.91,480.03,0.0,132565676.94,0.0,132565676.94,build_own_dc,equity_only,1.0,0.0,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,480938780.96,480938780.96,0.0,348373584.0,132565668.92,480939260.99,0.0,480939252.92,8.07
build_own_dc,533.950803,40,2030-01,2030,1,116091650.21,17475228.76,133566878.97,86818470.33,8502000.0,1.0,38246407.64,9561601.91,28684805.73,28684806.73,-59.92,28684746.81,132565196.91,161249943.72,499.95,0.0,161250443.67,0.0,161250443.67,build_own_dc,equity_only,1.0,0.0,95320470.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246407.64,9561601.91,28684805.73,28684806.73,28684746.81,509623527.77,509623527.77,0.0,348373584.0,161250474.65,509624027.72,0.0,509624058.65,-30.93
build_own_dc,533.950803,41,2030-02,2030,2,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,161249943.72,189934747.78,539.95,0.0,189935287.73,0.0,189935287.73,build_own_dc,equity_only,1.0,0.0,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,538308331.83,538308331.83,0.0,348373584.0,189935278.71,538308871.78,0.0,538308862.71,9.07
build_own_dc,533.950803,42,2030-03,2030,3,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,189934747.78,218619551.83,539.95,0.0,218620091.78,0.0,218620091.78,build_own_dc,equity_only,1.0,0.0,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,566993135.89,566993135.89,0.0,348373584.0,218620082.77,566993675.84,0.0,566993666.77,9.07
build_own_dc,533.950803,43,2030-04,2030,4,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,218619551.83,247304355.89,539.95,0.0,247304895.84,0.0,247304895.84,build_own_dc,equity_only,1.0,0.0,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,595677939.95,595677939.95,0.0,348373584.0,247304886.82,595678479.9,0.0,595678470.83,9.08
build_own_dc,533.950803,44,2030-05,2030,5,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,247304355.89,275989159.95,539.95,0.0,275989699.9,0.0,275989699.9,build_own_dc,equity_only,1.0,0.0,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,624362744.01,624362744.01,0.0,348373584.0,275989690.88,624363283.96,0.0,624363274.88,9.08
build_own_dc,533.950803,45,2030-06,2030,6,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,275989159.95,304673964.01,539.95,0.0,304674503.96,0.0,304674503.96,build_own_dc,equity_only,1.0,0.0,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,653047548.07,653047548.07,0.0,348373584.0,304674494.94,653048088.02,0.0,653048078.94,9.08
build_own_dc,533.950803,46,2030-07,2030,7,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,304673964.01,333358768.06,539.95,0.0,333359308.01,0.0,333359308.01,build_own_dc,equity_only,1.0,0.0,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,681732352.13,681732352.13,0.0,348373584.0,333359299.0,681732892.08,0.0,681732883.0,9.08
build_own_dc,533.950803,47,2030-08,2030,8,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,333358768.06,362043572.12,539.95,0.0,362044112.07,0.0,362044112.07,build_own_dc,equity_only,1.0,0.0,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,710417156.19,710417156.19,0.0,348373584.0,362044103.06,710417696.14,0.0,710417687.06,9.08
